,simTag,e-e_avg_e-1,e-i_avg_e-1,i-i_avg_e-1,e-e_std_e-1,e-i_std_e-1,i-i_std_e-1,e-e_avg_e29,e-i_avg_e29,i-i_avg_e29,e-e_std_e29,e-i_std_e29,i-i_std_e29
27,sparse050_10class_109_t1,1.0864101224489795,1.0778014,1.0724724897959184,0.27007962471332625,0.293469342470453,0.31867218102224487,14.879277795918368,15.910757640000002,16.604588734693877,7.45914744670068,6.568802216609177,6.138890337746487
28,sparse080_10class_109_t1,1.2046693987341772,1.23190375,1.2793705263157895,0.41302774809888804,0.4802870017613818,0.5402484675686265,11.71512107594937,15.3002998125,18.001536315789476,7.32485011390859,7.371223987264171,6.532246703643404
29,sparse095_10class_109_t1,1.1174324300111984,1.240396210526316,1.2811299999999999,0.34071797106087237,0.310306234797274,0.27965534877774106,13.284280268756998,22.58143263157895,24.87143,7.243059461176557,4.093594351426374,1.3013331065103968
30,sparse080_10class_110_t2,1.1434559493670884,1.174278,1.2085836842105262,0.3810849340644866,0.39802377800013405,0.4216622646984635,13.01254493670886,15.932477937499998,17.888183157894737,7.429126522049116,6.398430803794357,5.833518977411628
31,sparse095_10class_110_t2,1.1705121612541995,1.2059149473684212,1.3317200000000002,0.32432417494970545,0.33666465415235314,0.3160658943954567,13.025296573348266,15.586577473684212,16.43891,7.782927732914012,4.6643250499101025,2.699532673797448
32,sparse050_10class_111_t3,1.0689702040816327,1.12338316,1.1620230204081632,0.2562665067216262,0.352531426094773,0.4229518157444053,13.061503836734694,16.6864016,18.81363518367347,7.423955611045162,6.673872882674155,6.3342984579338
33,sparse080_10class_111_t3,1.156186835443038,1.1513173125,1.1665973684210527,0.3580031587585853,0.358451415894159,0.35934993609575355,12.07820487341772,15.620596875,18.07763947368421,7.8443563207296485,7.211536167453522,6.353696992996301
34,sparse095_10class_111_t3,1.0901524748040314,1.0215934736842105,0.97251,0.31419841629248585,0.30420439890853307,0.26242750789503755,12.89987451287794,16.820675368421053,20.24769,7.73652008120071,8.358131801955922,7.575718761338755
35,sparse050_10class_112_t4,1.081956163265306,1.11053764,1.148505142857143,0.30317484155485275,0.3234016866177887,0.3354597443261217,14.767123265306124,17.5970182,19.34492236734694,6.438906964032552,5.79044181052817,5.431074804170499
36,sparse080_10class_112_t4,1.0925636392405063,1.0589850625,1.0262968421052632,0.3733694508989776,0.32064180058613867,0.25185376017908384,13.429833354430379,16.6132489375,19.057562631578946,7.800887835138967,7.462754573360387,6.725072444189996
37,sparse095_10class_112_t4,1.1632787234042552,1.1305364210526314,1.08771,0.3252599157069182,0.2687039930360301,0.20596708693381086,12.865839507278835,20.72839915789474,24.185389999999998,7.494949325886767,6.3466361613493065,2.615154576483004
38,sparse050_10class_113_t5,1.1366179591836734,1.10416168,1.074441469387755,0.33037666200238036,0.32075710803593677,0.30871902844688376,15.856880081632655,15.774491760000002,15.562839918367349,7.65940803115153,6.647600532402357,5.861115991232038
39,sparse080_10class_113_t5,1.09675332278481,1.0947301249999999,1.0875784210526316,0.36676745940731753,0.319396986315595,0.2623497035550101,13.821078164556964,15.254736375,16.39118,7.404488134827531,6.582226122619106,6.063774267576781
40,sparse095_10class_113_t5,1.113831489361702,1.2283368421052632,1.2476800000000001,0.31278363536402154,0.27390972721630735,0.1968755840626257,12.345946830907055,21.777251157894735,24.68352,7.483083336097673,4.492508190901794,2.7433939880374454
41,sparse050_10class_114_t6,1.064805469387755,1.0791884000000003,1.1046054693877552,0.2693808218759747,0.28104329355001517,0.2870251925988594,0.7279578775510204,1.4955508,1.3119063673469387,0.27134804256012146,0.30282537577184643,0.3070928083745617
42,sparse095_10class_114_t6,1.1179286002239641,1.1484987368421053,1.1693200000000001,0.3458977393297108,0.29943664501418626,0.2750726878481395,13.56663464725644,15.021258947368421,16.944560000000003,7.461358207365342,6.603514515055317,4.710954565096124
43,sparse050_10class_115_t7,1.1662830204081633,1.14789932,1.1355230204081632,0.4306633677809481,0.39596880781639554,0.3615862576750512,13.3102733877551,15.355126560000002,16.513743591836736,8.290038940105607,6.701508892970192,6.00342573656566
44,sparse080_10class_115_t7,1.131146582278481,1.0777640625,1.0139652631578948,0.3371633242828818,0.3165651355601973,0.2703999598133032,13.290444746835442,15.999498375,18.080692105263157,7.741095181391636,7.03311164423933,6.108316917784765
45,sparse095_10class_115_t7,1.088036842105263,1.0328193684210527,0.96824,0.31947667596887885,0.3107043409715231,0.24903021985293272,13.372729003359463,14.354443157894737,16.03271,7.1222519363461885,6.766987561903631,5.778840269716753
46,sparse050_10class_116_t0,6.42983893877551,6.41065608,6.45343012244898,1.4754012553442968,1.47456520018039,1.4646423941166178,17.72280236734694,19.3728842,20.461884408163268,6.347864141998947,5.376781841891147,4.793494010290146
47,sparse080_10class_116_t0,6.611389746835443,6.3465288125,6.052258421052631,1.4058728647423717,1.2549584914803318,1.0465664576718587,16.44355493670886,19.4768328125,21.452379473684214,6.1714149183975575,5.425558677930512,4.310511569230897
48,sparse095_10class_116_t0,6.674697446808511,6.708524421052632,7.08891,1.411810395914989,1.4760841208639737,1.4263580619535896,15.799546718924972,19.134233684210532,22.413490000000003,6.735407261040337,7.520269003937369,6.153028918906525
49,sparse080_10class_117_t1,6.923719905063291,6.845983375,6.856164210526317,1.5631926843861397,1.529412622082775,1.4795705994728257,15.84100670886076,19.455399749999998,21.88219263157895,6.266696138126285,6.016838559465838,5.235192627617583
50,sparse095_10class_117_t1,6.616426024636058,6.491690105263158,5.93882,1.4646984020725238,1.2113013535632657,0.9237424130134981,16.48241097424412,23.543504631578944,25.201459999999997,6.219893788996835,2.4368625059327114,1.9280929013924613
51,sparse050_10class_118_t2,6.577562448979592,6.50257996,6.4871093061224485,1.4020377584168893,1.4594109466584109,1.4973105799273496,17.9739146122449,18.09043664,18.240768,6.583873506756502,6.165428070188274,5.8244684635589135
52,sparse080_10class_118_t2,6.621163765822786,6.9802274375,7.3906478947368415,1.5399535583434996,1.7091376246417178,1.7720594070387468,16.139563924050634,20.355711,22.736001052631575,6.035856764492567,5.361017342055191,4.222003262670328
53,sparse095_10class_118_t2,6.243814669652855,7.131888842105263,8.074670000000001,1.293151701881181,1.6209448436285634,1.5164277945553488,17.089900895856662,20.13006757894737,22.64509,5.930072361575922,5.6137553965351765,4.137238597289259
54,sparse050_10class_119_t3,6.706817224489796,6.87022932,7.090484979591837,1.521803107269516,1.6823499340649488,1.7834683345783784,18.37282857142857,18.7791556,19.13995044897959,6.1164612865483665,5.627794305208804,5.315379790735271
55,sparse080_10class_119_t3,6.932780284810128,6.809802562500002,6.711991578947369,1.5521639179616535,1.56003130279882,1.6132369504990276,16.51311025316456,18.623223375000002,20.28622105263158,6.63732274076612,6.140234051872828,5.5402866127056285
56,sparse095_10class_119_t3,6.680886606942889,6.710356421052632,7.155539999999999,1.5303559031575056,1.6200448460640744,1.7104591314614912,16.504890683090704,21.130518315789473,24.825619999999997,6.277180912859589,6.651431289347176,4.536916534563977
57,sparse050_10class_120_t4,6.627729877551021,6.856578440000001,7.049543265306123,1.4158995795553027,1.5491578363159664,1.682531688972752,15.802990530612245,18.162213160000004,19.632844734693876,5.555219234389471,5.002882410162247,4.684403798069743
58,sparse080_10class_120_t4,6.527191012658228,6.605423250000001,6.74253052631579,1.4019785069368569,1.3551562852571424,1.3345964611130636,17.161264113924048,20.4724030625,22.41106315789474,6.3428605461361975,5.369937150249933,4.411729481794798
59,sparse095_10class_120_t4,6.8951495184770435,6.568027368421053,6.41816,1.4999610088669868,1.3843206567115647,1.2420898447374893,16.668796394176933,17.327587789473686,18.45188,6.663317790829084,6.635089872835845,6.341854416146748
60,sparse050_10class_121_t5,6.545126040816326,6.61581244,6.694676244897959,1.3013008584095327,1.3638574554905827,1.4274282680082964,18.305977877551022,19.34677016,20.183049142857143,5.761670538839496,5.2556662855068685,4.88495937843379
61,sparse080_10class_121_t5,6.71198006329114,6.6055350625,6.581341578947369,1.5456772888706025,1.4547818405183202,1.3536503649129956,15.521583955696203,19.7262751875,22.29448315789473,6.570754907746125,6.143146545184772,5.03263600432538
62,sparse095_10class_121_t5,6.596155072788354,6.502099578947369,6.72413,1.3719645683957709,1.2586533597794245,1.0821905026842547,16.529594468085104,19.103110736842105,21.10918,6.196314886446501,5.346569064097922,3.697922357703039
63,sparse050_10class_122_t6,6.832744653061225,6.54212016,6.20563812244898,1.4037625337488975,1.308014566194725,1.1214888227780366,19.010458040816324,19.0694532,19.201583346938776,5.415637074627908,5.347076289729347,5.275254645924419
64,sparse080_10class_122_t6,6.823285949367088,6.912003625,6.938614736842106,1.3650131860744092,1.5166881352182655,1.6720422906681593,17.008098101265823,18.453416875000002,19.729601578947367,5.965763167524342,5.992800785013025,5.6522936396277625
65,sparse095_10class_122_t6,6.889094916013438,7.044361894736842,6.609440000000001,1.6298075809518866,1.3976180149023438,1.2821230160947896,16.027699574468084,16.708612000000002,18.280450000000002,6.280779267074876,7.314869256938817,7.65766860659953
66,sparse050_10class_123_t7,6.643757469387755,6.660064839999999,6.73201518367347,1.3918494641550494,1.438003868612242,1.464668119125183,16.504881061224488,19.99120748,21.869489714285713,6.017085918230166,5.433212692825125,4.68135662915473
